"subject" "activity"
"5553" 15 "laying"
"5554" 15 "laying"
"5555" 15 "laying"
"5556" 15 "laying"
"5557" 15 "laying"
"5558" 15 "laying"
"5559" 15 "laying"
"5560" 15 "laying"
"5561" 15 "laying"
"5562" 15 "laying"
"5563" 15 "laying"
"5564" 15 "laying"
"5565" 15 "laying"
"5566" 15 "laying"
"5567" 15 "laying"
"5568" 15 "laying"
"5569" 15 "laying"
"5570" 15 "laying"
"5571" 15 "laying"
"5572" 15 "laying"
"5573" 15 "laying"
"5574" 15 "laying"
"5575" 15 "laying"
"5576" 15 "laying"
"5577" 15 "laying"
"5578" 15 "laying"
"5579" 15 "walking"
"5580" 15 "walking"
"5581" 15 "walking"
"5582" 15 "walking"
"5583" 15 "walking"
"5584" 15 "walking"
"5585" 15 "walking"
"5586" 15 "walking"
"5587" 15 "walking"
"5588" 15 "walking"
"5589" 15 "walking"
"5590" 15 "walking"
"5591" 15 "walking"
"5592" 15 "walking"
"5593" 15 "walking"
"5594" 15 "walking"
"5595" 15 "walking"
"5596" 15 "walking"
"5597" 15 "walking"
"5598" 15 "walking"
"5599" 15 "walking"
"5600" 15 "walking"
"5601" 15 "walking"
"5602" 15 "walking"
"5603" 15 "walking"
"5604" 15 "walking"
"5605" 15 "walking"
"5606" 15 "walking"
"5607" 15 "walkingDownstairs"
"5608" 15 "walkingDownstairs"
"5609" 15 "walkingDownstairs"
"5610" 15 "walkingDownstairs"
"5611" 15 "walkingDownstairs"
"5612" 15 "walkingDownstairs"
"5613" 15 "walkingDownstairs"
"5614" 15 "walkingDownstairs"
"5615" 15 "walkingDownstairs"
"5616" 15 "walkingDownstairs"
"5617" 15 "walkingDownstairs"
"5618" 15 "walkingDownstairs"
"5619" 15 "walkingDownstairs"
"5620" 15 "walkingDownstairs"
"5621" 15 "walkingDownstairs"
"5622" 15 "walkingDownstairs"
"5623" 15 "walkingDownstairs"
"5624" 15 "walkingDownstairs"
"5625" 15 "walkingDownstairs"
"5626" 15 "walkingDownstairs"
"5627" 15 "walkingDownstairs"
"5628" 15 "walkingUpstairs"
"5629" 15 "walkingUpstairs"
"5630" 15 "walkingUpstairs"
"5631" 15 "walkingUpstairs"
"5632" 15 "walkingUpstairs"
"5633" 15 "walkingUpstairs"
"5634" 15 "walkingUpstairs"
"5635" 15 "walkingUpstairs"
"5636" 15 "walkingUpstairs"
"5637" 15 "walkingUpstairs"
"5638" 15 "walkingUpstairs"
"5639" 15 "walkingUpstairs"
"5640" 15 "walkingUpstairs"
"5641" 15 "walkingUpstairs"
"5642" 15 "walkingUpstairs"
"5643" 15 "walkingUpstairs"
"5644" 15 "walkingUpstairs"
"5645" 15 "walkingUpstairs"
"5646" 15 "walkingUpstairs"
"5647" 15 "walkingUpstairs"
"5648" 15 "walkingUpstairs"
"5649" 15 "walkingUpstairs"
"5650" 15 "walkingUpstairs"
"5651" 15 "walkingUpstairs"
"5652" 15 "standing"
"5653" 15 "standing"
"5654" 15 "standing"
"5655" 15 "standing"
"5656" 15 "standing"
"5657" 15 "standing"
"5658" 15 "standing"
"5659" 15 "standing"
"5660" 15 "standing"
"5661" 15 "standing"
"5662" 15 "standing"
"5663" 15 "standing"
"5664" 15 "standing"
"5665" 15 "standing"
"5666" 15 "standing"
"5667" 15 "standing"
"5668" 15 "standing"
"5669" 15 "standing"
"5670" 15 "standing"
"5671" 15 "standing"
"5672" 15 "standing"
"5673" 15 "standing"
"5674" 15 "standing"
"5675" 15 "standing"
"5676" 15 "standing"
"5677" 15 "standing"
"5678" 15 "sitting"
"5679" 15 "sitting"
"5680" 15 "sitting"
"5681" 15 "sitting"
"5682" 15 "sitting"
"5683" 15 "sitting"
"5684" 15 "sitting"
"5685" 15 "sitting"
"5686" 15 "sitting"
"5687" 15 "sitting"
"5688" 15 "sitting"
"5689" 15 "sitting"
"5690" 15 "sitting"
"5691" 15 "sitting"
"5692" 15 "sitting"
"5693" 15 "sitting"
"5694" 15 "sitting"
"5695" 15 "sitting"
"5696" 15 "sitting"
"5697" 15 "sitting"
"5698" 15 "sitting"
"5699" 15 "sitting"
"5700" 15 "sitting"
"5701" 15 "sitting"
"5702" 15 "sitting"
"5703" 15 "sitting"
"5704" 15 "sitting"
"5705" 15 "sitting"
"5706" 15 "sitting"
"5707" 15 "sitting"
"5708" 15 "sitting"
"5709" 15 "sitting"
"5710" 15 "laying"
"5711" 15 "laying"
"5712" 15 "laying"
"5713" 15 "laying"
"5714" 15 "laying"
"5715" 15 "laying"
"5716" 15 "laying"
"5717" 15 "laying"
"5718" 15 "laying"
"5719" 15 "laying"
"5720" 15 "laying"
"5721" 15 "laying"
"5722" 15 "laying"
"5723" 15 "laying"
"5724" 15 "laying"
"5725" 15 "laying"
"5726" 15 "laying"
"5727" 15 "laying"
"5728" 15 "laying"
"5729" 15 "laying"
"5730" 15 "laying"
"5731" 15 "laying"
"5732" 15 "laying"
"5733" 15 "laying"
"5734" 15 "laying"
"5735" 15 "laying"
"5736" 15 "laying"
"5737" 15 "laying"
"5738" 15 "laying"
"5739" 15 "laying"
"5740" 15 "laying"
"5741" 15 "laying"
"5742" 15 "laying"
"5743" 15 "laying"
"5744" 15 "laying"
"5745" 15 "laying"
"5746" 15 "laying"
"5747" 15 "laying"
"5748" 15 "walking"
"5749" 15 "walking"
"5750" 15 "walking"
"5751" 15 "walking"
"5752" 15 "walking"
"5753" 15 "walking"
"5754" 15 "walking"
"5755" 15 "walking"
"5756" 15 "walking"
"5757" 15 "walking"
"5758" 15 "walking"
"5759" 15 "walking"
"5760" 15 "walking"
"5761" 15 "walking"
"5762" 15 "walking"
"5763" 15 "walking"
"5764" 15 "walking"
"5765" 15 "walking"
"5766" 15 "walking"
"5767" 15 "walking"
"5768" 15 "walking"
"5769" 15 "walking"
"5770" 15 "walking"
"5771" 15 "walking"
"5772" 15 "walking"
"5773" 15 "walking"
"5774" 15 "walkingDownstairs"
"5775" 15 "walkingDownstairs"
"5776" 15 "walkingDownstairs"
"5777" 15 "walkingDownstairs"
"5778" 15 "walkingDownstairs"
"5779" 15 "walkingDownstairs"
"5780" 15 "walkingDownstairs"
"5781" 15 "walkingDownstairs"
"5782" 15 "walkingDownstairs"
"5783" 15 "walkingDownstairs"
"5784" 15 "walkingDownstairs"
"5785" 15 "walkingDownstairs"
"5786" 15 "walkingDownstairs"
"5787" 15 "walkingDownstairs"
"5788" 15 "walkingDownstairs"
"5789" 15 "walkingDownstairs"
"5790" 15 "walkingDownstairs"
"5791" 15 "walkingDownstairs"
"5792" 15 "walkingDownstairs"
"5793" 15 "walkingDownstairs"
"5794" 15 "walkingDownstairs"
"5795" 15 "walkingUpstairs"
"5796" 15 "walkingUpstairs"
"5797" 15 "walkingUpstairs"
"5798" 15 "walkingUpstairs"
"5799" 15 "walkingUpstairs"
"5800" 15 "walkingUpstairs"
"5801" 15 "walkingUpstairs"
"5802" 15 "walkingUpstairs"
"5803" 15 "walkingUpstairs"
"5804" 15 "walkingUpstairs"
"5805" 15 "walkingUpstairs"
"5806" 15 "walkingUpstairs"
"5807" 15 "walkingUpstairs"
"5808" 15 "walkingUpstairs"
"5809" 15 "walkingUpstairs"
"5810" 15 "walkingUpstairs"
"5811" 15 "walkingUpstairs"
"5812" 15 "walkingUpstairs"
"5813" 15 "walkingUpstairs"
"5814" 15 "walkingUpstairs"
"5815" 15 "walkingUpstairs"
"5816" 15 "walkingUpstairs"
"5817" 15 "walkingUpstairs"
"5818" 15 "walkingUpstairs"
"5819" 16 "standing"
"5820" 16 "standing"
"5821" 16 "standing"
"5822" 16 "standing"
"5823" 16 "standing"
"5824" 16 "standing"
"5825" 16 "standing"
"5826" 16 "standing"
"5827" 16 "standing"
"5828" 16 "standing"
"5829" 16 "standing"
"5830" 16 "standing"
"5831" 16 "standing"
"5832" 16 "standing"
"5833" 16 "standing"
"5834" 16 "standing"
"5835" 16 "standing"
"5836" 16 "standing"
"5837" 16 "standing"
"5838" 16 "standing"
"5839" 16 "standing"
"5840" 16 "standing"
"5841" 16 "standing"
"5842" 16 "standing"
"5843" 16 "standing"
"5844" 16 "standing"
"5845" 16 "standing"
"5846" 16 "standing"
"5847" 16 "standing"
"5848" 16 "standing"
"5849" 16 "standing"
"5850" 16 "standing"
"5851" 16 "standing"
"5852" 16 "standing"
"5853" 16 "standing"
"5854" 16 "standing"
"5855" 16 "sitting"
"5856" 16 "sitting"
"5857" 16 "sitting"
"5858" 16 "sitting"
"5859" 16 "sitting"
"5860" 16 "sitting"
"5861" 16 "sitting"
"5862" 16 "sitting"
"5863" 16 "sitting"
"5864" 16 "sitting"
"5865" 16 "sitting"
"5866" 16 "sitting"
"5867" 16 "sitting"
"5868" 16 "sitting"
"5869" 16 "sitting"
"5870" 16 "sitting"
"5871" 16 "sitting"
"5872" 16 "sitting"
"5873" 16 "sitting"
"5874" 16 "sitting"
"5875" 16 "sitting"
"5876" 16 "sitting"
"5877" 16 "sitting"
"5878" 16 "sitting"
"5879" 16 "sitting"
"5880" 16 "sitting"
"5881" 16 "sitting"
"5882" 16 "sitting"
"5883" 16 "sitting"
"5884" 16 "sitting"
"5885" 16 "sitting"
"5886" 16 "laying"
"5887" 16 "laying"
"5888" 16 "laying"
"5889" 16 "laying"
"5890" 16 "laying"
"5891" 16 "laying"
"5892" 16 "laying"
"5893" 16 "laying"
"5894" 16 "laying"
"5895" 16 "laying"
"5896" 16 "laying"
"5897" 16 "laying"
"5898" 16 "laying"
"5899" 16 "laying"
"5900" 16 "laying"
"5901" 16 "laying"
"5902" 16 "laying"
"5903" 16 "laying"
"5904" 16 "laying"
"5905" 16 "laying"
"5906" 16 "laying"
"5907" 16 "laying"
"5908" 16 "laying"
"5909" 16 "laying"
"5910" 16 "laying"
"5911" 16 "laying"
"5912" 16 "laying"
"5913" 16 "laying"
"5914" 16 "laying"
"5915" 16 "laying"
"5916" 16 "laying"
"5917" 16 "laying"
"5918" 16 "laying"
"5919" 16 "laying"
"5920" 16 "laying"
"5921" 16 "walking"
"5922" 16 "walking"
"5923" 16 "walking"
"5924" 16 "walking"
"5925" 16 "walking"
"5926" 16 "walking"
"5927" 16 "walking"
"5928" 16 "walking"
"5929" 16 "walking"
"5930" 16 "walking"
"5931" 16 "walking"
"5932" 16 "walking"
"5933" 16 "walking"
"5934" 16 "walking"
"5935" 16 "walking"
"5936" 16 "walking"
"5937" 16 "walking"
"5938" 16 "walking"
"5939" 16 "walking"
"5940" 16 "walking"
"5941" 16 "walking"
"5942" 16 "walking"
"5943" 16 "walking"
"5944" 16 "walking"
"5945" 16 "walking"
"5946" 16 "walking"
"5947" 16 "walkingDownstairs"
"5948" 16 "walkingDownstairs"
"5949" 16 "walkingDownstairs"
"5950" 16 "walkingDownstairs"
"5951" 16 "walkingDownstairs"
"5952" 16 "walkingDownstairs"
"5953" 16 "walkingDownstairs"
"5954" 16 "walkingDownstairs"
"5955" 16 "walkingDownstairs"
"5956" 16 "walkingDownstairs"
"5957" 16 "walkingDownstairs"
"5958" 16 "walkingDownstairs"
"5959" 16 "walkingDownstairs"
"5960" 16 "walkingDownstairs"
"5961" 16 "walkingDownstairs"
"5962" 16 "walkingDownstairs"
"5963" 16 "walkingDownstairs"
"5964" 16 "walkingDownstairs"
"5965" 16 "walkingDownstairs"
"5966" 16 "walkingDownstairs"
"5967" 16 "walkingDownstairs"
"5968" 16 "walkingDownstairs"
"5969" 16 "walkingDownstairs"
"5970" 16 "walkingDownstairs"
"5971" 16 "walkingUpstairs"
"5972" 16 "walkingUpstairs"
"5973" 16 "walkingUpstairs"
"5974" 16 "walkingUpstairs"
"5975" 16 "walkingUpstairs"
"5976" 16 "walkingUpstairs"
"5977" 16 "walkingUpstairs"
"5978" 16 "walkingUpstairs"
"5979" 16 "walkingUpstairs"
"5980" 16 "walkingUpstairs"
"5981" 16 "walkingUpstairs"
"5982" 16 "walkingUpstairs"
"5983" 16 "walkingUpstairs"
"5984" 16 "walkingUpstairs"
"5985" 16 "walkingUpstairs"
"5986" 16 "walkingUpstairs"
"5987" 16 "walkingUpstairs"
"5988" 16 "walkingUpstairs"
"5989" 16 "walkingUpstairs"
"5990" 16 "walkingUpstairs"
"5991" 16 "walkingUpstairs"
"5992" 16 "walkingUpstairs"
"5993" 16 "walkingUpstairs"
"5994" 16 "walkingUpstairs"
"5995" 16 "walkingUpstairs"
"5996" 16 "walkingUpstairs"
"5997" 16 "walkingUpstairs"
"5998" 16 "standing"
"5999" 16 "standing"
"6000" 16 "standing"
"6001" 16 "standing"
"6002" 16 "standing"
"6003" 16 "standing"
"6004" 16 "standing"
"6005" 16 "standing"
"6006" 16 "standing"
"6007" 16 "standing"
"6008" 16 "standing"
"6009" 16 "standing"
"6010" 16 "standing"
"6011" 16 "standing"
"6012" 16 "standing"
"6013" 16 "standing"
"6014" 16 "standing"
"6015" 16 "standing"
"6016" 16 "standing"
"6017" 16 "standing"
"6018" 16 "standing"
"6019" 16 "standing"
"6020" 16 "standing"
"6021" 16 "standing"
"6022" 16 "standing"
"6023" 16 "standing"
"6024" 16 "standing"
"6025" 16 "standing"
"6026" 16 "standing"
"6027" 16 "standing"
"6028" 16 "standing"
"6029" 16 "standing"
"6030" 16 "standing"
"6031" 16 "standing"
"6032" 16 "standing"
"6033" 16 "standing"
"6034" 16 "standing"
"6035" 16 "standing"
"6036" 16 "standing"
"6037" 16 "standing"
"6038" 16 "standing"
"6039" 16 "standing"
"6040" 16 "sitting"
"6041" 16 "sitting"
"6042" 16 "sitting"
"6043" 16 "sitting"
"6044" 16 "sitting"
"6045" 16 "sitting"
"6046" 16 "sitting"
"6047" 16 "sitting"
"6048" 16 "sitting"
"6049" 16 "sitting"
"6050" 16 "sitting"
"6051" 16 "sitting"
"6052" 16 "sitting"
"6053" 16 "sitting"
"6054" 16 "sitting"
"6055" 16 "sitting"
"6056" 16 "sitting"
"6057" 16 "sitting"
"6058" 16 "sitting"
"6059" 16 "sitting"
"6060" 16 "sitting"
"6061" 16 "sitting"
"6062" 16 "sitting"
"6063" 16 "sitting"
"6064" 16 "sitting"
"6065" 16 "sitting"
"6066" 16 "sitting"
"6067" 16 "sitting"
"6068" 16 "sitting"
"6069" 16 "sitting"
"6070" 16 "sitting"
"6071" 16 "sitting"
"6072" 16 "sitting"
"6073" 16 "sitting"
"6074" 16 "sitting"
"6075" 16 "sitting"
"6076" 16 "sitting"
"6077" 16 "sitting"
"6078" 16 "laying"
"6079" 16 "laying"
"6080" 16 "laying"
"6081" 16 "laying"
"6082" 16 "laying"
"6083" 16 "laying"
"6084" 16 "laying"
"6085" 16 "laying"
"6086" 16 "laying"
"6087" 16 "laying"
"6088" 16 "laying"
"6089" 16 "laying"
"6090" 16 "laying"
"6091" 16 "laying"
"6092" 16 "laying"
"6093" 16 "laying"
"6094" 16 "laying"
"6095" 16 "laying"
"6096" 16 "laying"
"6097" 16 "laying"
"6098" 16 "laying"
"6099" 16 "laying"
"6100" 16 "laying"
"6101" 16 "laying"
"6102" 16 "laying"
"6103" 16 "laying"
"6104" 16 "laying"
"6105" 16 "laying"
"6106" 16 "laying"
"6107" 16 "laying"
"6108" 16 "laying"
"6109" 16 "laying"
"6110" 16 "laying"
"6111" 16 "laying"
"6112" 16 "laying"
"6113" 16 "walking"
"6114" 16 "walking"
"6115" 16 "walking"
"6116" 16 "walking"
"6117" 16 "walking"
"6118" 16 "walking"
"6119" 16 "walking"
"6120" 16 "walking"
"6121" 16 "walking"
"6122" 16 "walking"
"6123" 16 "walking"
"6124" 16 "walking"
"6125" 16 "walking"
"6126" 16 "walking"
"6127" 16 "walking"
"6128" 16 "walking"
"6129" 16 "walking"
"6130" 16 "walking"
"6131" 16 "walking"
"6132" 16 "walking"
"6133" 16 "walking"
"6134" 16 "walking"
"6135" 16 "walking"
"6136" 16 "walking"
"6137" 16 "walking"
"6138" 16 "walkingDownstairs"
"6139" 16 "walkingDownstairs"
"6140" 16 "walkingDownstairs"
"6141" 16 "walkingDownstairs"
"6142" 16 "walkingDownstairs"
"6143" 16 "walkingDownstairs"
"6144" 16 "walkingDownstairs"
"6145" 16 "walkingDownstairs"
"6146" 16 "walkingDownstairs"
"6147" 16 "walkingDownstairs"
"6148" 16 "walkingDownstairs"
"6149" 16 "walkingDownstairs"
"6150" 16 "walkingDownstairs"
"6151" 16 "walkingDownstairs"
"6152" 16 "walkingDownstairs"
"6153" 16 "walkingDownstairs"
"6154" 16 "walkingDownstairs"
"6155" 16 "walkingDownstairs"
"6156" 16 "walkingDownstairs"
"6157" 16 "walkingDownstairs"
"6158" 16 "walkingDownstairs"
"6159" 16 "walkingDownstairs"
"6160" 16 "walkingDownstairs"
"6161" 16 "walkingUpstairs"
"6162" 16 "walkingUpstairs"
"6163" 16 "walkingUpstairs"
"6164" 16 "walkingUpstairs"
"6165" 16 "walkingUpstairs"
"6166" 16 "walkingUpstairs"
"6167" 16 "walkingUpstairs"
"6168" 16 "walkingUpstairs"
"6169" 16 "walkingUpstairs"
"6170" 16 "walkingUpstairs"
"6171" 16 "walkingUpstairs"
"6172" 16 "walkingUpstairs"
"6173" 16 "walkingUpstairs"
"6174" 16 "walkingUpstairs"
"6175" 16 "walkingUpstairs"
"6176" 16 "walkingUpstairs"
"6177" 16 "walkingUpstairs"
"6178" 16 "walkingUpstairs"
"6179" 16 "walkingUpstairs"
"6180" 16 "walkingUpstairs"
"6181" 16 "walkingUpstairs"
"6182" 16 "walkingUpstairs"
"6183" 16 "walkingUpstairs"
"6184" 16 "walkingUpstairs"
"6185" 17 "standing"
"6186" 17 "standing"
"6187" 17 "standing"
"6188" 17 "standing"
"6189" 17 "standing"
"6190" 17 "standing"
"6191" 17 "standing"
"6192" 17 "standing"
"6193" 17 "standing"
"6194" 17 "standing"
"6195" 17 "standing"
"6196" 17 "standing"
"6197" 17 "standing"
"6198" 17 "standing"
"6199" 17 "standing"
"6200" 17 "standing"
"6201" 17 "standing"
"6202" 17 "standing"
"6203" 17 "standing"
"6204" 17 "standing"
"6205" 17 "standing"
"6206" 17 "standing"
"6207" 17 "standing"
"6208" 17 "standing"
"6209" 17 "standing"
"6210" 17 "standing"
"6211" 17 "standing"
"6212" 17 "standing"
"6213" 17 "standing"
"6214" 17 "standing"
"6215" 17 "standing"
"6216" 17 "standing"
"6217" 17 "standing"
"6218" 17 "standing"
"6219" 17 "standing"
"6220" 17 "standing"
"6221" 17 "standing"
"6222" 17 "standing"
"6223" 17 "standing"
"6224" 17 "standing"
"6225" 17 "standing"
"6226" 17 "standing"
"6227" 17 "standing"
"6228" 17 "sitting"
"6229" 17 "sitting"
"6230" 17 "sitting"
"6231" 17 "sitting"
"6232" 17 "sitting"
"6233" 17 "sitting"
"6234" 17 "sitting"
"6235" 17 "sitting"
"6236" 17 "sitting"
"6237" 17 "sitting"
"6238" 17 "sitting"
"6239" 17 "sitting"
"6240" 17 "sitting"
"6241" 17 "sitting"
"6242" 17 "sitting"
"6243" 17 "sitting"
"6244" 17 "sitting"
"6245" 17 "sitting"
"6246" 17 "sitting"
"6247" 17 "sitting"
"6248" 17 "sitting"
"6249" 17 "sitting"
"6250" 17 "sitting"
"6251" 17 "sitting"
"6252" 17 "sitting"
"6253" 17 "sitting"
"6254" 17 "sitting"
"6255" 17 "sitting"
"6256" 17 "sitting"
"6257" 17 "sitting"
"6258" 17 "sitting"
"6259" 17 "sitting"
"6260" 17 "sitting"
"6261" 17 "laying"
"6262" 17 "laying"
"6263" 17 "laying"
"6264" 17 "laying"
"6265" 17 "laying"
"6266" 17 "laying"
"6267" 17 "laying"
"6268" 17 "laying"
"6269" 17 "laying"
"6270" 17 "laying"
"6271" 17 "laying"
"6272" 17 "laying"
"6273" 17 "laying"
"6274" 17 "laying"
"6275" 17 "laying"
"6276" 17 "laying"
"6277" 17 "laying"
"6278" 17 "laying"
"6279" 17 "laying"
"6280" 17 "laying"
"6281" 17 "laying"
"6282" 17 "laying"
"6283" 17 "laying"
"6284" 17 "laying"
"6285" 17 "laying"
"6286" 17 "laying"
"6287" 17 "laying"
"6288" 17 "laying"
"6289" 17 "laying"
"6290" 17 "laying"
"6291" 17 "laying"
"6292" 17 "laying"
"6293" 17 "laying"
"6294" 17 "laying"
"6295" 17 "laying"
"6296" 17 "walking"
"6297" 17 "walking"
"6298" 17 "walking"
"6299" 17 "walking"
"6300" 17 "walking"
"6301" 17 "walking"
"6302" 17 "walking"
"6303" 17 "walking"
"6304" 17 "walking"
"6305" 17 "walking"
"6306" 17 "walking"
"6307" 17 "walking"
"6308" 17 "walking"
"6309" 17 "walking"
"6310" 17 "walking"
"6311" 17 "walking"
"6312" 17 "walking"
"6313" 17 "walking"
"6314" 17 "walking"
"6315" 17 "walking"
"6316" 17 "walking"
"6317" 17 "walking"
"6318" 17 "walking"
"6319" 17 "walking"
"6320" 17 "walking"
"6321" 17 "walking"
"6322" 17 "walking"
"6323" 17 "walking"
"6324" 17 "walking"
"6325" 17 "walking"
"6326" 17 "walking"
"6327" 17 "walking"
"6328" 17 "walkingDownstairs"
"6329" 17 "walkingDownstairs"
"6330" 17 "walkingDownstairs"
"6331" 17 "walkingDownstairs"
"6332" 17 "walkingDownstairs"
"6333" 17 "walkingDownstairs"
"6334" 17 "walkingDownstairs"
"6335" 17 "walkingDownstairs"
"6336" 17 "walkingUpstairs"
"6337" 17 "walkingUpstairs"
"6338" 17 "walkingUpstairs"
"6339" 17 "walkingUpstairs"
"6340" 17 "walkingUpstairs"
"6341" 17 "walkingUpstairs"
"6342" 17 "walkingUpstairs"
"6343" 17 "walkingUpstairs"
"6344" 17 "walkingDownstairs"
"6345" 17 "walkingDownstairs"
"6346" 17 "walkingDownstairs"
"6347" 17 "walkingDownstairs"
"6348" 17 "walkingDownstairs"
"6349" 17 "walkingDownstairs"
"6350" 17 "walkingDownstairs"
"6351" 17 "walkingDownstairs"
"6352" 17 "walkingUpstairs"
"6353" 17 "walkingUpstairs"
"6354" 17 "walkingUpstairs"
"6355" 17 "walkingUpstairs"
"6356" 17 "walkingUpstairs"
"6357" 17 "walkingUpstairs"
"6358" 17 "walkingUpstairs"
"6359" 17 "walkingUpstairs"
"6360" 17 "walkingDownstairs"
"6361" 17 "walkingDownstairs"
"6362" 17 "walkingDownstairs"
"6363" 17 "walkingDownstairs"
"6364" 17 "walkingDownstairs"
"6365" 17 "walkingDownstairs"
"6366" 17 "walkingDownstairs"
"6367" 17 "walkingUpstairs"
"6368" 17 "walkingUpstairs"
"6369" 17 "walkingUpstairs"
"6370" 17 "walkingUpstairs"
"6371" 17 "walkingUpstairs"
"6372" 17 "walkingUpstairs"
"6373" 17 "walkingUpstairs"
"6374" 17 "walkingUpstairs"
"6375" 17 "standing"
"6376" 17 "standing"
"6377" 17 "standing"
"6378" 17 "standing"
"6379" 17 "standing"
"6380" 17 "standing"
"6381" 17 "standing"
"6382" 17 "standing"
"6383" 17 "standing"
"6384" 17 "standing"
"6385" 17 "standing"
"6386" 17 "standing"
"6387" 17 "standing"
"6388" 17 "standing"
"6389" 17 "standing"
"6390" 17 "standing"
"6391" 17 "standing"
"6392" 17 "standing"
"6393" 17 "standing"
"6394" 17 "standing"
"6395" 17 "standing"
"6396" 17 "standing"
"6397" 17 "standing"
"6398" 17 "standing"
"6399" 17 "standing"
"6400" 17 "standing"
"6401" 17 "standing"
"6402" 17 "standing"
"6403" 17 "standing"
"6404" 17 "standing"
"6405" 17 "standing"
"6406" 17 "standing"
"6407" 17 "standing"
"6408" 17 "standing"
"6409" 17 "standing"
"6410" 17 "sitting"
"6411" 17 "sitting"
"6412" 17 "sitting"
"6413" 17 "sitting"
"6414" 17 "sitting"
"6415" 17 "sitting"
"6416" 17 "sitting"
"6417" 17 "sitting"
"6418" 17 "sitting"
"6419" 17 "sitting"
"6420" 17 "sitting"
"6421" 17 "sitting"
"6422" 17 "sitting"
"6423" 17 "sitting"
"6424" 17 "sitting"
"6425" 17 "sitting"
"6426" 17 "sitting"
"6427" 17 "sitting"
"6428" 17 "sitting"
"6429" 17 "sitting"
"6430" 17 "sitting"
"6431" 17 "sitting"
"6432" 17 "sitting"
"6433" 17 "sitting"
"6434" 17 "sitting"
"6435" 17 "sitting"
"6436" 17 "sitting"
"6437" 17 "sitting"
"6438" 17 "sitting"
"6439" 17 "sitting"
"6440" 17 "sitting"
"6441" 17 "laying"
"6442" 17 "laying"
"6443" 17 "laying"
"6444" 17 "laying"
"6445" 17 "laying"
"6446" 17 "laying"
"6447" 17 "laying"
"6448" 17 "laying"
"6449" 17 "laying"
"6450" 17 "laying"
"6451" 17 "laying"
"6452" 17 "laying"
"6453" 17 "laying"
"6454" 17 "laying"
"6455" 17 "laying"
"6456" 17 "laying"
"6457" 17 "laying"
"6458" 17 "laying"
"6459" 17 "laying"
"6460" 17 "laying"
"6461" 17 "laying"
"6462" 17 "laying"
"6463" 17 "laying"
"6464" 17 "laying"
"6465" 17 "laying"
"6466" 17 "laying"
"6467" 17 "laying"
"6468" 17 "laying"
"6469" 17 "laying"
"6470" 17 "laying"
"6471" 17 "laying"
"6472" 17 "laying"
"6473" 17 "laying"
"6474" 17 "laying"
"6475" 17 "laying"
"6476" 17 "laying"
"6477" 17 "walking"
"6478" 17 "walking"
"6479" 17 "walking"
"6480" 17 "walking"
"6481" 17 "walking"
"6482" 17 "walking"
"6483" 17 "walking"
"6484" 17 "walking"
"6485" 17 "walking"
"6486" 17 "walking"
"6487" 17 "walking"
"6488" 17 "walking"
"6489" 17 "walking"
"6490" 17 "walking"
"6491" 17 "walking"
"6492" 17 "walking"
"6493" 17 "walking"
"6494" 17 "walking"
"6495" 17 "walking"
"6496" 17 "walking"
"6497" 17 "walking"
"6498" 17 "walking"
"6499" 17 "walking"
"6500" 17 "walking"
"6501" 17 "walking"
"6502" 17 "walking"
"6503" 17 "walking"
"6504" 17 "walking"
"6505" 17 "walking"
"6506" 17 "walkingDownstairs"
"6507" 17 "walkingDownstairs"
"6508" 17 "walkingDownstairs"
"6509" 17 "walkingDownstairs"
"6510" 17 "walkingDownstairs"
"6511" 17 "walkingDownstairs"
"6512" 17 "walkingDownstairs"
"6513" 17 "walkingDownstairs"
"6514" 17 "walkingDownstairs"
"6515" 17 "walkingDownstairs"
"6516" 17 "walkingDownstairs"
"6517" 17 "walkingDownstairs"
"6518" 17 "walkingDownstairs"
"6519" 17 "walkingDownstairs"
"6520" 17 "walkingDownstairs"
"6521" 17 "walkingUpstairs"
"6522" 17 "walkingUpstairs"
"6523" 17 "walkingUpstairs"
"6524" 17 "walkingUpstairs"
"6525" 17 "walkingUpstairs"
"6526" 17 "walkingUpstairs"
"6527" 17 "walkingUpstairs"
"6528" 17 "walkingUpstairs"
"6529" 17 "walkingUpstairs"
"6530" 17 "walkingUpstairs"
"6531" 17 "walkingUpstairs"
"6532" 17 "walkingUpstairs"
"6533" 17 "walkingUpstairs"
"6534" 17 "walkingUpstairs"
"6535" 17 "walkingUpstairs"
"6536" 17 "walkingUpstairs"
"6537" 17 "walkingUpstairs"
"6538" 17 "walkingUpstairs"
"6539" 17 "walkingUpstairs"
"6540" 17 "walkingUpstairs"
"6541" 17 "walkingUpstairs"
"6542" 17 "walkingUpstairs"
"6543" 17 "walkingUpstairs"
"6544" 17 "walkingUpstairs"
"6545" 17 "walkingDownstairs"
"6546" 17 "walkingDownstairs"
"6547" 17 "walkingDownstairs"
"6548" 17 "walkingDownstairs"
"6549" 17 "walkingDownstairs"
"6550" 17 "walkingDownstairs"
"6551" 17 "walkingDownstairs"
"6552" 17 "walkingDownstairs"
"6553" 19 "standing"
"6554" 19 "standing"
"6555" 19 "standing"
"6556" 19 "standing"
"6557" 19 "standing"
"6558" 19 "standing"
"6559" 19 "standing"
"6560" 19 "standing"
"6561" 19 "standing"
"6562" 19 "standing"
"6563" 19 "standing"
